orderid,orderdate,shipmode,customerid,productid,category,subcategory,quantity,profit,discountpercentage,price
US-2015-145436,2015-02-28,Standard Class,VD-21670,FUR-CH-10004860,Furniture,Chairs,2,-28.27,20,161.57
US-2015-145436,2015-02-28,Standard Class,VD-21670,FUR-CH-10004477,Furniture,Chairs,8,43.84,20,389.7
US-2014-156216,2014-09-13,Standard Class,EA-14035,OFF-BI-10001679,Office Supplies,Binders,7,-12.43,70,18.65
US-2017-100930,2017-04-07,Standard Class,CS-12400,FUR-TA-10001705,Furniture,Tables,2,-102.05,45,233.86
US-2017-100930,2017-04-07,Standard Class,CS-12400,FUR-TA-10003473,Furniture,Tables,3,-248.25,45,620.61
US-2017-100930,2017-04-07,Standard Class,CS-12400,OFF-BI-10001679,Office Supplies,Binders,2,-3.55,70,5.33
US-2017-100930,2017-04-07,Standard Class,CS-12400,FUR-FU-10004017,Furniture,Furnishings,3,0.0,20,258.07
US-2017-100930,2017-04-07,Standard Class,CS-12400,TEC-AC-10003832,Technology,Accessories,3,-7.72,20,617.98
CA-2017-160514,2017-11-12,Standard Class,DB-13120,OFF-PA-10002479,Office Supplies,Paper,2,4.75,0,10.56
CA-2016-157749,2016-06-04,Second Class,KL-16645,OFF-PA-10003349,Office Supplies,Paper,5,9.4,20,25.92
CA-2016-157749,2016-06-04,Second Class,KL-16645,FUR-FU-10000576,Furniture,Furnishings,5,-356.73,60,419.68
CA-2016-157749,2016-06-04,Second Class,KL-16645,FUR-FU-10004351,Furniture,Furnishings,3,-4.68,60,11.69
CA-2016-157749,2016-06-04,Second Class,KL-16645,TEC-PH-10000011,Technology,Phones,2,11.19,20,31.98
CA-2016-157749,2016-06-04,Second Class,KL-16645,FUR-TA-10002607,Furniture,Tables,5,-120.51,50,177.23
CA-2016-157749,2016-06-04,Second Class,KL-16645,FUR-FU-10002505,Furniture,Furnishings,3,-2.83,60,4.04
CA-2016-157749,2016-06-04,Second Class,KL-16645,OFF-AR-10004685,Office Supplies,Art,2,1.2,20,7.41
CA-2014-131926,2014-06-01,Second Class,DW-13480,FUR-CH-10004063,Furniture,Chairs,7,580.54,0,2001.86
CA-2014-131926,2014-06-01,Second Class,DW-13480,OFF-ST-10002276,Office Supplies,Storage,2,41.68,0,166.72
CA-2014-131926,2014-06-01,Second Class,DW-13480,OFF-PA-10004082,Office Supplies,Paper,6,23.94,0,47.88
CA-2014-131926,2014-06-01,Second Class,DW-13480,OFF-AP-10002945,Office Supplies,Appliances,5,496.07,0,1503.25
CA-2014-131926,2014-06-01,Second Class,DW-13480,OFF-PA-10000061,Office Supplies,Paper,4,12.44,0,25.92
CA-2016-154739,2016-12-10,Second Class,LH-17155,FUR-CH-10002965,Furniture,Chairs,2,28.14,20,321.57
CA-2016-145625,2016-09-11,Standard Class,KC-16540,OFF-PA-10004569,Office Supplies,Paper,1,3.58,0,7.61
CA-2016-145625,2016-09-11,Standard Class,KC-16540,TEC-AC-10003832,Technology,Accessories,13,636.0,0,3347.37
CA-2016-146941,2016-12-10,First Class,DL-13315,OFF-ST-10001228,Office Supplies,Storage,6,22.56,0,80.58
CA-2016-146941,2016-12-10,First Class,DL-13315,OFF-EN-10003296,Office Supplies,Envelopes,4,162.86,0,361.92
US-2015-159982,2015-11-28,Standard Class,DR-12880,FUR-FU-10002505,Furniture,Furnishings,9,-8.49,60,12.13
US-2015-159982,2015-11-28,Standard Class,DR-12880,OFF-ST-10004804,Office Supplies,Storage,2,-19.56,20,82.37
US-2015-159982,2015-11-28,Standard Class,DR-12880,OFF-ST-10001590,Office Supplies,Storage,5,4.04,20,53.92
US-2015-159982,2015-11-28,Standard Class,DR-12880,TEC-PH-10001580,Technology,Phones,6,56.69,20,647.9
CA-2017-163139,2017-12-01,Second Class,CC-12670,TEC-AC-10000290,Technology,Accessories,3,6.93,0,20.37
CA-2017-163139,2017-12-01,Second Class,CC-12670,OFF-ST-10002790,Office Supplies,Storage,3,6.65,0,221.55
CA-2017-163139,2017-12-01,Second Class,CC-12670,OFF-BI-10003460,Office Supplies,Binders,5,6.13,20,17.52
US-2017-155299,2017-06-08,Standard Class,Dl-13600,OFF-AP-10002203,Office Supplies,Appliances,2,-4.47,80,1.62
US-2014-106992,2014-09-19,Second Class,SB-20290,TEC-MA-10000822,Technology,Machines,3,-510.0,40,3059.98
US-2014-106992,2014-09-19,Second Class,SB-20290,TEC-MA-10003353,Technology,Machines,7,-252.0,40,2519.96
CA-2016-125318,2016-06-06,Standard Class,RC-19825,TEC-PH-10001433,Technology,Phones,4,28.72,20,328.22
CA-2015-155040,2015-11-10,Standard Class,AH-10210,TEC-AC-10004469,Technology,Accessories,2,35.16,0,79.9
CA-2017-136826,2017-06-16,Standard Class,CB-12535,OFF-AR-10003602,Office Supplies,Art,3,4.73,20,14.02
CA-2016-111010,2016-01-22,Standard Class,PG-18895,OFF-FA-10003472,Office Supplies,Fasteners,6,0.3,0,7.56
US-2017-145366,2017-12-09,Standard Class,CA-12310,OFF-ST-10004180,Office Supplies,Storage,1,-7.44,20,37.21
US-2017-145366,2017-12-09,Standard Class,CA-12310,OFF-EN-10004386,Office Supplies,Envelopes,3,21.59,20,57.58
CA-2017-163979,2017-12-28,Second Class,KH-16690,OFF-ST-10003208,Office Supplies,Storage,4,210.49,0,725.84
CA-2015-155334,2015-07-30,First Class,HA-14920,TEC-AC-10003628,Technology,Accessories,7,92.37,0,209.93
CA-2015-155334,2015-07-30,First Class,HA-14920,FUR-FU-10003274,Furniture,Furnishings,3,2.32,0,5.28
CA-2015-155334,2015-07-30,First Class,HA-14920,OFF-BI-10002557,Office Supplies,Binders,3,4.1,20,10.92
CA-2017-118136,2017-09-16,First Class,BB-10990,OFF-PA-10002615,Office Supplies,Paper,2,4.06,0,8.82
CA-2017-118136,2017-09-16,First Class,BB-10990,OFF-AR-10001427,Office Supplies,Art,1,1.55,0,5.98
CA-2017-132976,2017-10-13,Standard Class,AG-10495,OFF-PA-10000673,Office Supplies,Paper,2,4.08,20,11.65
CA-2017-132976,2017-10-13,Standard Class,AG-10495,OFF-PA-10004470,Office Supplies,Paper,4,5.91,20,18.18
CA-2017-132976,2017-10-13,Standard Class,AG-10495,OFF-ST-10000876,Office Supplies,Storage,6,5.97,20,59.71
CA-2017-132976,2017-10-13,Standard Class,AG-10495,OFF-LA-10002043,Office Supplies,Labels,3,8.69,20,24.84
US-2015-161991,2015-09-26,Second Class,SC-20725,OFF-BI-10004967,Office Supplies,Binders,5,-3.43,80,2.08
US-2015-161991,2015-09-26,Second Class,SC-20725,TEC-PH-10001760,Technology,Phones,7,376.11,20,1114.4
CA-2015-130890,2015-11-02,Standard Class,JO-15280,FUR-TA-10002903,Furniture,Tables,5,51.94,20,1038.84
CA-2015-130883,2015-09-26,Standard Class,TB-21520,OFF-PA-10000474,Office Supplies,Paper,5,47.84,20,141.76
CA-2015-130883,2015-09-26,Standard Class,TB-21520,TEC-AC-10001956,Technology,Accessories,5,47.96,20,239.8
CA-2015-130883,2015-09-26,Standard Class,TB-21520,OFF-PA-10004100,Office Supplies,Paper,6,10.89,20,31.1
CA-2016-112697,2016-12-18,Second Class,AH-10195,OFF-BI-10000778,Office Supplies,Binders,7,-169.37,70,254.06
CA-2016-112697,2016-12-18,Second Class,AH-10195,OFF-AP-10002684,Office Supplies,Appliances,2,24.32,20,194.53
CA-2016-112697,2016-12-18,Second Class,AH-10195,OFF-SU-10000646,Office Supplies,Supplies,5,-204.31,20,961.48
CA-2016-110772,2016-11-20,Second Class,NZ-18565,OFF-FA-10002983,Office Supplies,Fasteners,7,6.68,20,19.1
CA-2016-110772,2016-11-20,Second Class,NZ-18565,OFF-LA-10004689,Office Supplies,Labels,8,6.24,20,18.5
CA-2016-110772,2016-11-20,Second Class,NZ-18565,TEC-AC-10002001,Technology,Accessories,2,54.4,20,255.98
CA-2016-110772,2016-11-20,Second Class,NZ-18565,FUR-BO-10004709,Furniture,Bookcases,3,-48.7,50,86.97
CA-2014-111451,2014-12-26,First Class,KL-16555,FUR-FU-10004091,Furniture,Furnishings,8,78.86,20,300.42
CA-2014-111451,2014-12-26,First Class,KL-16555,FUR-CH-10001891,Furniture,Chairs,3,20.16,20,230.35
CA-2014-111451,2014-12-26,First Class,KL-16555,FUR-FU-10002918,Furniture,Furnishings,3,-24.56,20,218.35
CA-2014-111451,2014-12-26,First Class,KL-16555,OFF-BI-10004593,Office Supplies,Binders,5,-62.88,70,78.6
CA-2014-111451,2014-12-26,First Class,KL-16555,OFF-FA-10004854,Office Supplies,Fasteners,3,9.3,20,27.55
CA-2016-142545,2016-10-28,Standard Class,JD-15895,OFF-PA-10002105,Office Supplies,Paper,5,15.55,0,32.4
CA-2016-142545,2016-10-28,Standard Class,JD-15895,OFF-ST-10002756,Office Supplies,Storage,8,10.82,0,1082.48
CA-2016-142545,2016-10-28,Standard Class,JD-15895,OFF-PA-10004243,Office Supplies,Paper,3,27.32,0,56.91
CA-2016-142545,2016-10-28,Standard Class,JD-15895,FUR-FU-10001861,Furniture,Furnishings,4,38.02,0,77.6
CA-2016-142545,2016-10-28,Standard Class,JD-15895,OFF-BI-10002706,Office Supplies,Binders,1,6.57,0,14.28
US-2017-152380,2017-11-19,Standard Class,JH-15910,FUR-TA-10002533,Furniture,Tables,3,-131.45,50,219.08
CA-2015-144253,2015-05-04,Second Class,AS-10225,FUR-FU-10002671,Furniture,Furnishings,2,12.86,0,26.8
CA-2014-130960,2014-12-30,Standard Class,KB-16600,OFF-AR-10003651,Office Supplies,Art,3,2.85,0,9.84
CA-2014-111003,2014-06-01,Standard Class,CR-12625,OFF-BI-10001072,Office Supplies,Binders,3,20.92,0,45.48
CA-2014-111003,2014-06-01,Standard Class,CR-12625,OFF-AR-10002135,Office Supplies,Art,6,83.87,0,289.2
CA-2017-126774,2017-04-15,First Class,SH-20395,OFF-AR-10002804,Office Supplies,Art,1,2.0,0,4.89
CA-2016-142902,2016-09-12,Second Class,BP-11185,FUR-FU-10001918,Furniture,Furnishings,4,3.59,20,15.14
CA-2016-142902,2016-09-12,Second Class,BP-11185,FUR-CH-10004086,Furniture,Chairs,2,52.51,20,466.77
CA-2016-142902,2016-09-12,Second Class,BP-11185,FUR-FU-10001756,Furniture,Furnishings,1,1.71,20,15.23
CA-2016-142902,2016-09-12,Second Class,BP-11185,OFF-LA-10000634,Office Supplies,Labels,3,2.04,20,6.26
CA-2014-120887,2014-09-27,Standard Class,TS-21205,FUR-FU-10001588,Furniture,Furnishings,3,37.64,0,87.54
CA-2014-167850,2014-08-09,Standard Class,AG-10525,TEC-PH-10002398,Technology,Phones,2,22.3,20,178.38
CA-2014-167850,2014-08-09,Standard Class,AG-10525,OFF-PA-10001937,Office Supplies,Paper,3,5.44,20,15.55
CA-2014-164259,2014-12-28,First Class,SP-20860,OFF-AR-10003373,Office Supplies,Art,4,8.67,20,99.14
CA-2014-164973,2014-11-04,Standard Class,NM-18445,FUR-CH-10002602,Furniture,Chairs,1,24.16,10,135.88
CA-2014-164973,2014-11-04,Standard Class,NM-18445,TEC-MA-10002927,Technology,Machines,2,1995.99,0,3991.98
CA-2014-164973,2014-11-04,Standard Class,NM-18445,TEC-PH-10004093,Technology,Phones,6,80.02,0,275.94
CA-2014-164973,2014-11-04,Standard Class,NM-18445,TEC-AC-10000892,Technology,Accessories,4,129.6,0,360.0
CA-2014-164973,2014-11-04,Standard Class,NM-18445,OFF-ST-10002974,Office Supplies,Storage,1,13.07,0,43.57
CA-2014-156601,2014-09-19,Standard Class,FA-14230,OFF-FA-10000624,Office Supplies,Fasteners,2,3.58,0,7.16
CA-2016-162138,2016-04-23,Standard Class,GK-14620,OFF-BI-10004593,Office Supplies,Binders,6,81.74,20,251.52
CA-2016-162138,2016-04-23,Standard Class,GK-14620,TEC-AC-10001908,Technology,Accessories,1,35.0,0,99.99
CA-2017-153339,2017-11-03,Second Class,DJ-13510,FUR-FU-10001967,Furniture,Furnishings,1,1.0,20,15.99
US-2016-141544,2016-08-30,First Class,PO-18850,TEC-PH-10003645,Technology,Phones,3,-67.88,40,290.9
US-2016-141544,2016-08-30,First Class,PO-18850,OFF-ST-10000675,Office Supplies,Storage,2,3.39,20,54.22
US-2016-141544,2016-08-30,First Class,PO-18850,FUR-CH-10003312,Furniture,Chairs,4,-258.5,30,786.74
US-2016-141544,2016-08-30,First Class,PO-18850,OFF-LA-10001074,Office Supplies,Labels,10,33.83,20,100.24
US-2016-141544,2016-08-30,First Class,PO-18850,OFF-BI-10001524,Office Supplies,Binders,6,-27.69,70,37.76
US-2016-150147,2016-04-25,Second Class,JL-15850,TEC-PH-10004614,Technology,Phones,2,-20.7,40,82.8
US-2016-150147,2016-04-25,Second Class,JL-15850,OFF-BI-10001153,Office Supplies,Binders,2,-13.82,70,20.72
US-2016-150147,2016-04-25,Second Class,JL-15850,OFF-BI-10001982,Office Supplies,Binders,3,-3.43,70,4.9
CA-2015-137946,2015-09-01,Second Class,DB-13615,OFF-BI-10001922,Office Supplies,Binders,1,1.6,20,4.75
CA-2015-137946,2015-09-01,Second Class,DB-13615,TEC-CO-10001449,Technology,Copiers,2,335.99,20,959.98
CA-2015-137946,2015-09-01,Second Class,DB-13615,OFF-BI-10004140,Office Supplies,Binders,4,4.49,20,14.37
CA-2014-129924,2014-07-12,Standard Class,AC-10420,OFF-BI-10003314,Office Supplies,Binders,2,2.8,20,7.71
CA-2014-129924,2014-07-12,Standard Class,AC-10420,FUR-TA-10004575,Furniture,Tables,3,-17.46,20,698.35
CA-2015-128167,2015-06-22,Second Class,KL-16645,OFF-FA-10000490,Office Supplies,Fasteners,4,2.33,0,4.96
CA-2014-122336,2014-04-13,Second Class,JD-15895,OFF-AR-10000122,Office Supplies,Art,4,1.12,20,17.86
CA-2014-122336,2014-04-13,Second Class,JD-15895,OFF-BI-10003656,Office Supplies,Binders,10,-407.98,70,509.97
CA-2014-122336,2014-04-13,Second Class,JD-15895,OFF-FA-10002780,Office Supplies,Fasteners,13,10.07,20,30.99
CA-2014-122336,2014-04-13,Second Class,JD-15895,TEC-PH-10000702,Technology,Phones,12,8.39,40,71.93
US-2015-120712,2015-12-20,Standard Class,CS-12130,OFF-ST-10000107,Office Supplies,Storage,4,-2.22,20,88.8
CA-2017-169901,2017-06-15,Standard Class,CC-12550,TEC-PH-10002293,Technology,Phones,3,4.8,20,47.98
CA-2017-134306,2017-07-08,Standard Class,TD-20995,OFF-AR-10004027,Office Supplies,Art,3,3.1,0,7.56
CA-2017-134306,2017-07-08,Standard Class,TD-20995,OFF-PA-10000249,Office Supplies,Paper,2,11.54,0,24.56
CA-2017-134306,2017-07-08,Standard Class,TD-20995,OFF-AR-10001374,Office Supplies,Art,2,4.15,0,12.96
CA-2016-129714,2016-09-01,First Class,AB-10060,TEC-AC-10000290,Technology,Accessories,1,2.31,0,6.79
CA-2016-129714,2016-09-01,First Class,AB-10060,OFF-PA-10001970,Office Supplies,Paper,2,11.54,0,24.56
CA-2016-129714,2016-09-01,First Class,AB-10060,OFF-BI-10002160,Office Supplies,Binders,1,1.07,20,3.05
CA-2016-129714,2016-09-01,First Class,AB-10060,OFF-PA-10001970,Office Supplies,Paper,4,23.09,0,49.12
CA-2016-129714,2016-09-01,First Class,AB-10060,OFF-BI-10004995,Office Supplies,Binders,4,1415.43,20,4355.17
CA-2016-138520,2016-04-08,Standard Class,JL-15505,FUR-BO-10002268,Furniture,Bookcases,6,-4.86,20,388.7
CA-2016-138520,2016-04-08,Standard Class,JL-15505,OFF-EN-10001137,Office Supplies,Envelopes,2,3.8,0,8.26
CA-2016-138520,2016-04-08,Standard Class,JL-15505,OFF-AR-10002399,Office Supplies,Art,4,6.99,0,17.04
CA-2016-138520,2016-04-08,Standard Class,JL-15505,OFF-PA-10002713,Office Supplies,Paper,5,15.82,0,34.4
CA-2016-130001,2016-04-23,Standard Class,HK-14890,OFF-PA-10002666,Office Supplies,Paper,5,11.33,20,36.24
CA-2017-155698,2017-03-08,First Class,VB-21745,OFF-AP-10001124,Office Supplies,Appliances,8,168.44,0,647.84
CA-2017-155698,2017-03-08,First Class,VB-21745,OFF-LA-10001158,Office Supplies,Labels,2,9.94,0,20.7
CA-2017-144904,2017-09-25,Standard Class,KW-16435,OFF-LA-10001158,Office Supplies,Labels,2,9.94,0,20.7
CA-2017-144904,2017-09-25,Standard Class,KW-16435,FUR-CH-10000785,Furniture,Chairs,3,86.87,10,488.65
CA-2017-144904,2017-09-25,Standard Class,KW-16435,OFF-AR-10003732,Office Supplies,Art,2,1.45,0,5.56
CA-2017-144904,2017-09-25,Standard Class,KW-16435,FUR-FU-10000023,Furniture,Furnishings,8,20.73,0,47.12
CA-2014-123344,2014-09-24,Standard Class,JD-16060,OFF-ST-10001713,Office Supplies,Storage,4,8.48,0,211.96
CA-2016-155516,2016-10-21,Same Day,MK-17905,OFF-BI-10002412,Office Supplies,Binders,4,10.44,0,23.2
CA-2016-155516,2016-10-21,Same Day,MK-17905,OFF-SU-10001225,Office Supplies,Supplies,2,0.15,0,7.36
CA-2016-155516,2016-10-21,Same Day,MK-17905,OFF-ST-10002406,Office Supplies,Storage,7,29.34,0,104.79
CA-2016-155516,2016-10-21,Same Day,MK-17905,FUR-BO-10002545,Furniture,Bookcases,4,271.42,0,1043.92
CA-2017-104745,2017-05-29,Standard Class,GT-14755,OFF-PA-10002036,Office Supplies,Paper,5,9.4,20,25.92
CA-2017-104745,2017-05-29,Standard Class,GT-14755,OFF-ST-10002205,Office Supplies,Storage,3,4.67,20,53.42
US-2014-119137,2014-07-23,Standard Class,AG-10900,OFF-BI-10001982,Office Supplies,Binders,5,-5.71,70,8.16
US-2014-119137,2014-07-23,Standard Class,AG-10900,TEC-AC-10003911,Technology,Accessories,8,179.19,20,1023.94
US-2014-119137,2014-07-23,Standard Class,AG-10900,OFF-AR-10000658,Office Supplies,Art,1,0.92,20,9.24
US-2014-119137,2014-07-23,Standard Class,AG-10900,TEC-AC-10002076,Technology,Accessories,10,-29.94,20,479.04
US-2016-134656,2016-09-28,First Class,MM-18280,OFF-PA-10003039,Office Supplies,Paper,4,30.98,20,99.14
US-2017-134481,2017-08-27,Standard Class,AR-10405,FUR-TA-10004915,Furniture,Tables,7,-297.68,30,1488.42
CA-2015-130792,2015-04-28,Standard Class,RA-19915,OFF-AP-10000696,Office Supplies,Appliances,3,-20.33,80,8.65
CA-2015-130792,2015-04-28,Standard Class,RA-19915,OFF-ST-10003327,Office Supplies,Storage,3,2.68,20,23.83
CA-2015-130792,2015-04-28,Standard Class,RA-19915,OFF-BI-10000309,Office Supplies,Binders,4,-18.87,80,12.18
CA-2016-134775,2016-10-28,First Class,AS-10285,OFF-PA-10004734,Office Supplies,Paper,7,25.48,0,50.96
CA-2016-134775,2016-10-28,First Class,AS-10285,OFF-BI-10002225,Office Supplies,Binders,3,17.34,20,49.54
CA-2015-125395,2015-06-26,Second Class,LA-16780,TEC-AC-10004708,Technology,Accessories,2,8.8,0,41.9
US-2015-168935,2015-11-27,Standard Class,DO-13435,FUR-TA-10000617,Furniture,Tables,3,-157.01,45,375.46
US-2015-168935,2015-11-27,Standard Class,DO-13435,TEC-AC-10002335,Technology,Accessories,3,-1.05,20,83.98
CA-2015-122756,2015-12-03,Standard Class,DK-13225,TEC-MA-10001681,Technology,Machines,4,-337.64,70,482.34
CA-2015-122756,2015-12-03,Standard Class,DK-13225,FUR-FU-10001935,Furniture,Furnishings,1,0.78,20,2.96
CA-2014-115973,2014-11-24,First Class,NG-18430,OFF-AR-10004757,Office Supplies,Art,1,0.43,20,2.62
CA-2017-101798,2017-12-11,Standard Class,MV-18190,OFF-BI-10000050,Office Supplies,Binders,4,7.88,20,23.36
CA-2017-101798,2017-12-11,Standard Class,MV-18190,TEC-AC-10001998,Technology,Accessories,2,13.59,0,39.98
US-2014-135972,2014-09-21,Second Class,JG-15115,TEC-PH-10003012,Technology,Phones,2,27.72,20,246.38
US-2014-135972,2014-09-21,Second Class,JG-15115,TEC-CO-10002313,Technology,Copiers,3,701.99,0,1799.97
US-2014-134971,2014-06-07,Second Class,BP-11095,OFF-BI-10003982,Office Supplies,Binders,3,-20.56,80,12.46
CA-2017-102946,2017-06-30,Standard Class,VP-21730,OFF-BI-10004492,Office Supplies,Binders,3,25.58,20,75.79
CA-2017-165603,2017-10-17,Second Class,SS-20140,OFF-ST-10000798,Office Supplies,Storage,2,9.49,0,49.96
CA-2017-165603,2017-10-17,Second Class,SS-20140,OFF-PA-10002552,Office Supplies,Paper,2,6.22,0,12.96
CA-2015-122259,2015-10-31,Standard Class,HP-14815,OFF-SU-10002573,Office Supplies,Supplies,4,21.04,0,70.12
CA-2016-108987,2016-09-08,Second Class,AG-10675,OFF-ST-10001580,Office Supplies,Storage,3,3.6,20,35.95
CA-2016-108987,2016-09-08,Second Class,AG-10675,FUR-BO-10004834,Furniture,Bookcases,4,-317.15,32,2396.27
CA-2016-108987,2016-09-08,Second Class,AG-10675,OFF-ST-10000934,Office Supplies,Storage,4,-32.78,20,131.14
CA-2016-108987,2016-09-08,Second Class,AG-10675,TEC-AC-10000158,Technology,Accessories,2,0.72,20,57.58
CA-2014-113166,2014-12-24,First Class,LF-17185,OFF-PA-10001947,Office Supplies,Paper,2,3.47,20,9.57
CA-2014-155208,2014-04-16,Standard Class,SP-20650,OFF-AR-10003478,Office Supplies,Art,6,9.77,20,39.07
CA-2017-117933,2017-12-24,Standard Class,RF-19840,OFF-AP-10004249,Office Supplies,Appliances,3,9.7,0,35.91
CA-2017-117457,2017-12-08,Standard Class,KH-16510,TEC-AC-10000158,Technology,Accessories,5,37.79,0,179.95
CA-2017-117457,2017-12-08,Standard Class,KH-16510,TEC-CO-10004115,Technology,Copiers,3,434.99,20,1199.98
CA-2017-117457,2017-12-08,Standard Class,KH-16510,OFF-PA-10003724,Office Supplies,Paper,5,13.3,0,27.15
CA-2017-117457,2017-12-08,Standard Class,KH-16510,FUR-TA-10002041,Furniture,Tables,7,-112.95,20,1004.02
CA-2017-117457,2017-12-08,Standard Class,KH-16510,OFF-PA-10002893,Office Supplies,Paper,1,4.65,0,9.68
CA-2017-117457,2017-12-08,Standard Class,KH-16510,OFF-LA-10003766,Office Supplies,Labels,9,13.61,0,28.35
CA-2017-117457,2017-12-08,Standard Class,KH-16510,OFF-PA-10001970,Office Supplies,Paper,1,27.43,0,55.98
CA-2017-117457,2017-12-08,Standard Class,KH-16510,FUR-BO-10001972,Furniture,Bookcases,13,31.45,15,1336.83
CA-2017-117457,2017-12-08,Standard Class,KH-16510,FUR-CH-10003956,Furniture,Chairs,2,-18.45,20,113.57
CA-2017-142636,2017-11-03,Standard Class,KC-16675,OFF-PA-10000157,Office Supplies,Paper,7,65.73,0,139.86
CA-2017-142636,2017-11-03,Standard Class,KC-16675,FUR-CH-10001891,Furniture,Chairs,4,26.87,20,307.14
CA-2017-122105,2017-06-24,Standard Class,CJ-12010,OFF-AR-10004344,Office Supplies,Art,8,25.9,0,95.92
CA-2016-148796,2016-04-14,Standard Class,PB-19150,FUR-CH-10004886,Furniture,Chairs,5,38.38,20,383.8
CA-2017-154816,2017-11-06,Standard Class,VB-21745,OFF-PA-10003845,Office Supplies,Paper,1,2.83,0,5.78
CA-2017-110478,2017-03-04,Standard Class,SP-20860,OFF-AR-10001573,Office Supplies,Art,4,2.7,0,9.32
CA-2017-110478,2017-03-04,Standard Class,SP-20860,OFF-EN-10000483,Office Supplies,Envelopes,1,7.02,0,15.25
CA-2014-142048,2014-06-22,First Class,JE-15745,TEC-AC-10004114,Technology,Accessories,6,56.57,20,196.75
CA-2017-125388,2017-10-19,Standard Class,MP-17965,FUR-FU-10004712,Furniture,Furnishings,4,14.71,0,56.56
CA-2017-125388,2017-10-19,Standard Class,MP-17965,OFF-ST-10000918,Office Supplies,Storage,3,8.5,0,32.7
CA-2017-155705,2017-08-21,Second Class,NF-18385,FUR-CH-10000015,Furniture,Chairs,4,225.26,0,866.4
CA-2017-149160,2017-11-23,Second Class,JM-15265,FUR-FU-10003347,Furniture,Furnishings,2,11.08,0,28.4
CA-2017-149160,2017-11-23,Second Class,JM-15265,OFF-BI-10001543,Office Supplies,Binders,8,138.2,0,287.92
CA-2014-101476,2014-09-12,First Class,SD-20485,TEC-MA-10000029,Technology,Machines,1,30.1,0,69.99
CA-2017-152275,2017-10-01,Standard Class,KH-16630,OFF-AR-10000369,Office Supplies,Art,6,0.5,20,6.67
US-2016-123750,2016-04-15,Standard Class,RB-19795,OFF-BI-10004584,Office Supplies,Binders,2,-145.35,70,189.59
US-2016-123750,2016-04-15,Standard Class,RB-19795,TEC-AC-10004659,Technology,Accessories,7,76.64,20,408.74
US-2016-123750,2016-04-15,Standard Class,RB-19795,TEC-AC-10004659,Technology,Accessories,5,54.74,20,291.96
US-2016-123750,2016-04-15,Standard Class,RB-19795,OFF-ST-10000617,Office Supplies,Storage,2,-0.77,20,4.77
CA-2016-127369,2016-06-06,First Class,DB-13060,OFF-ST-10003306,Office Supplies,Storage,5,207.15,0,714.3
US-2014-150574,2014-12-19,Standard Class,MK-18160,OFF-BI-10000773,Office Supplies,Binders,2,-3.69,70,4.81
